order_id,customer_id,order_date,ship_date,ship_mode,total_amount,status
US-2017-162558,Dp-13240,10-02-2017,10-05-2017,First Class,11.808,Delivered
CA-2017-134439,TM-21010,9/18/2017,9/23/2017,Second Class,15.96,Delivered
CA-2015-119508,TZ-21580,12-04-2015,12-09-2015,Standard Class,16.9,Delivered
CA-2015-152681,SC-20260,1/17/2015,1/22/2015,Standard Class,6.68,Delivered
CA-2014-130813,LS-17230,01-06-2014,01-08-2014,Second Class,19.44,Delivered
CA-2015-120320,MV-18190,03-05-2015,03-09-2015,Standard Class,31.92,Delivered
CA-2016-111941,BD-11620,12/25/2016,12/28/2016,Second Class,33.568,Delivered
CA-2016-123120,CV-12295,09-04-2016,09-08-2016,Standard Class,63.94,Delivered
CA-2014-103331,KB-16315,8/26/2014,09-01-2014,Standard Class,10.68,Delivered
CA-2015-169278,ME-18010,5/21/2015,5/25/2015,Standard Class,26.976,Delivered
CA-2017-111577,AJ-10780,10/16/2017,10/21/2017,Standard Class,307.776,Delivered
CA-2015-146486,DV-13465,11-09-2015,11/14/2015,Second Class,244.55,Delivered
US-2014-168501,JK-15325,11/21/2014,11/27/2014,Standard Class,1.632,Delivered
CA-2015-112053,SH-20395,10-11-2015,10/13/2015,Second Class,31.95,Delivered
CA-2017-108539,SC-20725,3/21/2017,3/23/2017,Second Class,725.84,Delivered
CA-2015-149811,CS-12250,01-04-2015,01-10-2015,Standard Class,32.34,Delivered
US-2017-103814,LH-16900,12-09-2017,12/16/2017,Standard Class,143.856,Delivered
CA-2016-123932,YC-21895,09-06-2016,09-12-2016,Standard Class,41.92,Delivered
US-2016-101616,CY-12745,09-03-2016,09-06-2016,First Class,87.28,Delivered
CA-2014-113768,AH-10030,5/13/2014,5/19/2014,Standard Class,279.456,Delivered
CA-2016-138037,AR-10540,9/29/2016,10-03-2016,Standard Class,27.24,Delivered
CA-2014-150490,SS-20590,08-05-2014,08-11-2014,Standard Class,16.36,Delivered
US-2017-126060,DW-13585,4/14/2017,4/18/2017,Standard Class,198.272,Delivered
CA-2017-100951,NC-18625,06-09-2017,06-10-2017,First Class,720.76,Delivered
CA-2016-122017,CD-11920,12/29/2016,01-02-2017,Standard Class,70.56,Delivered
CA-2014-123477,DW-13195,1/18/2014,1/21/2014,Second Class,64.864,Delivered
CA-2016-107790,EH-13990,11/20/2016,11/24/2016,Standard Class,151.192,Delivered
CA-2017-158071,BD-11320,06-10-2017,6/15/2017,Standard Class,88.776,Delivered
CA-2017-147403,KH-16630,09-10-2017,9/13/2017,First Class,85.056,Delivered
US-2017-136721,NH-18610,04-08-2017,04-12-2017,Standard Class,273.96,Delivered
CA-2015-118738,AG-10495,10/24/2015,10/30/2015,Standard Class,15.552,Delivered
CA-2017-134152,RP-19855,5/27/2017,5/31/2017,Standard Class,98.16,Delivered
CA-2014-125542,NB-18655,12-05-2014,12-07-2014,First Class,348.488,Delivered
CA-2016-136021,JM-15580,8/14/2016,8/18/2016,Standard Class,15.54,Delivered
CA-2016-149195,DM-13525,09-05-2016,09-07-2016,Second Class,25.92,Delivered
CA-2017-161410,CC-12220,6/26/2017,07-03-2017,Standard Class,358.2,Delivered
CA-2017-152786,GA-14725,03-12-2017,3/17/2017,Standard Class,40.41,Delivered
CA-2017-164707,CV-12805,2/18/2017,2/21/2017,Second Class,167.976,Delivered
CA-2017-163874,NC-18535,11-10-2017,11-12-2017,Second Class,26.352,Delivered
US-2014-123183,GR-14560,11/19/2014,11/25/2014,Standard Class,22.5,Delivered
CA-2014-104829,JG-15805,11/18/2014,11/21/2014,Second Class,21.98,Delivered
US-2016-147340,EB-13750,9/24/2016,9/24/2016,Same Day,63.2,Delivered
CA-2016-145492,MC-17605,11/20/2016,11/27/2016,Standard Class,39,Delivered
CA-2016-163202,BM-11650,9/27/2016,10-02-2016,Standard Class,2.907,Delivered
CA-2016-117681,HF-14995,04-09-2016,4/14/2016,Standard Class,556.665,Delivered
CA-2017-132262,ML-18265,9/21/2017,9/23/2017,First Class,71.98,Delivered
CA-2017-123043,AH-10195,8/24/2017,8/29/2017,Standard Class,24.672,Delivered
US-2016-143280,TZ-21580,2/22/2016,2/26/2016,Standard Class,445.96,Delivered
CA-2017-108854,DM-13345,12-08-2017,12/14/2017,Standard Class,87.92,Delivered
CA-2017-166856,TS-21505,9/18/2017,9/22/2017,Standard Class,10.08,Delivered
CA-2016-153157,TB-21625,09-11-2016,9/14/2016,First Class,224.75,Delivered
US-2017-125647,LC-16870,9/23/2017,9/28/2017,Standard Class,73.176,Delivered
CA-2014-132542,AM-10360,10-06-2014,10-08-2014,Second Class,15.36,Delivered
CA-2015-110877,JE-15715,10/23/2015,10/26/2015,First Class,36.288,Delivered
US-2016-151827,CS-11950,3/31/2016,04-02-2016,Second Class,280.782,Delivered
US-2016-163258,PF-19225,12/29/2016,01-02-2017,Standard Class,11.232,Delivered
CA-2017-103009,PJ-18835,11-03-2017,11-05-2017,Second Class,26.4,Delivered
US-2017-120649,JF-15490,1/20/2017,1/26/2017,Standard Class,3.52,Delivered
CA-2016-153598,NM-18520,12-03-2016,12-06-2016,First Class,1649.95,Delivered
US-2016-108497,MH-17290,6/14/2016,6/14/2016,Same Day,599.165,Delivered
CA-2016-113096,SZ-20035,09-02-2016,09-04-2016,First Class,46.53,Delivered
CA-2014-136861,PR-18880,09-05-2014,09-07-2014,First Class,31.984,Delivered
CA-2017-117422,FC-14245,10/21/2017,10/25/2017,Standard Class,161.568,Delivered
CA-2017-129707,LH-16750,4/25/2017,4/29/2017,Standard Class,8.896,Delivered
CA-2015-160171,RM-19675,10/19/2015,10/24/2015,Standard Class,1640.7,Delivered
CA-2014-103317,DM-13525,07-05-2014,07-08-2014,First Class,19.52,Delivered
CA-2016-167115,EH-14185,04-04-2016,04-09-2016,Standard Class,588.784,Delivered
US-2017-153633,TC-21295,11/13/2017,11/18/2017,Second Class,2.064,Delivered
CA-2017-155929,AI-10855,09-09-2017,9/13/2017,Standard Class,6.368,Delivered
CA-2015-148712,JM-15535,4/17/2015,4/23/2015,Standard Class,99.6,Delivered
CA-2016-128307,BE-11335,7/25/2016,7/29/2016,Standard Class,20.936,Delivered
US-2016-127425,DR-12880,8/26/2016,8/31/2016,Standard Class,33,Delivered
US-2014-119081,TA-21385,09-12-2014,9/19/2014,Standard Class,357.93,Delivered
CA-2016-140613,KN-16705,7/22/2016,7/29/2016,Standard Class,86.2,Delivered
US-2017-108700,PJ-18835,5/19/2017,5/23/2017,Standard Class,38.016,Delivered
CA-2017-160962,MC-17605,4/28/2017,05-02-2017,Standard Class,8.384,Delivered
CA-2017-130631,BS-11755,12/29/2017,01-02-2018,Standard Class,19.6,Delivered
CA-2017-116680,PK-19075,09-04-2017,09-06-2017,Second Class,13.344,Delivered
US-2014-107405,TS-21205,3/21/2014,3/25/2014,Standard Class,16.272,Delivered
CA-2017-101574,BD-11725,9/28/2017,10-04-2017,Standard Class,9.24,Delivered
CA-2014-146591,TS-21340,1/19/2014,1/20/2014,First Class,32.34,Delivered
CA-2014-107706,ST-20530,2/14/2014,2/19/2014,Second Class,16.176,Delivered
CA-2016-122448,DB-13210,06-09-2016,6/14/2016,Standard Class,122.352,Delivered
CA-2014-132451,KF-16285,9/26/2014,9/27/2014,First Class,585.552,Delivered
CA-2016-158547,JM-16195,5/30/2016,06-04-2016,Standard Class,123.92,Delivered
CA-2017-116946,TS-21505,12/19/2017,12/23/2017,Standard Class,13.36,Delivered
CA-2017-121741,YC-21895,12/26/2017,12/26/2017,Same Day,750.68,Delivered
CA-2017-169691,Dp-13240,6/15/2017,6/18/2017,First Class,44.4,Delivered
CA-2016-121356,SJ-20500,11/20/2016,11/24/2016,Standard Class,128.4,Delivered
CA-2014-101770,KB-16240,3/31/2014,04-04-2014,Standard Class,1.869,Delivered
CA-2017-105487,CS-12250,10-08-2017,10/14/2017,Standard Class,103.192,Delivered
CA-2017-148999,EB-13870,1/30/2017,02-04-2017,Standard Class,419.136,Delivered
CA-2014-107573,PB-19150,12-12-2014,12/17/2014,Standard Class,23.472,Delivered
CA-2015-156608,MT-18070,10/24/2015,10/29/2015,Standard Class,3.592,Delivered
CA-2017-134495,BF-11020,04-01-2017,04-04-2017,Second Class,23.976,Delivered
CA-2017-164098,CG-12520,1/26/2017,1/27/2017,First Class,18.16,Delivered
CA-2014-105249,DH-13675,11/28/2014,11/28/2014,Same Day,7.36,Delivered
CA-2015-113523,SC-20440,09-04-2015,09-08-2015,Standard Class,7.656,Delivered
CA-2017-117821,HG-15025,06-12-2017,6/16/2017,Standard Class,63.92,Delivered
CA-2017-164378,MM-18055,7/15/2017,7/18/2017,Second Class,6.56,Delivered
CA-2017-127782,TH-21115,11-02-2017,11-06-2017,Standard Class,3.312,Delivered
US-2016-162026,JE-15745,10-08-2016,10-08-2016,Same Day,61.96,Delivered
CA-2016-150000,PG-18820,04-08-2016,4/14/2016,Standard Class,17.92,Delivered
CA-2015-168529,MB-17305,10-08-2015,10-12-2015,Standard Class,145.9,Delivered
US-2017-152569,JD-16015,5/15/2017,5/20/2017,Standard Class,56.704,Delivered
US-2014-137680,JH-15430,2/24/2014,03-02-2014,Standard Class,32.896,Delivered
CA-2015-103177,EN-13780,5/30/2015,06-01-2015,First Class,239.97,Delivered
US-2016-138408,KC-16255,11/18/2016,11/21/2016,Second Class,1319.96,Delivered
CA-2017-117667,MS-17980,12-04-2017,12-09-2017,Standard Class,239.96,Delivered
CA-2016-110982,CK-12205,06-05-2016,06-07-2016,First Class,21.552,Delivered
CA-2016-147123,SJ-20125,12-10-2016,12-12-2016,First Class,80.28,Delivered
CA-2017-154501,EA-14035,4/30/2017,05-05-2017,Standard Class,9.78,Delivered
CA-2017-166933,MG-17890,4/24/2017,4/28/2017,Standard Class,1.81,Delivered
CA-2015-142055,AB-10255,05-08-2015,05-10-2015,First Class,37.94,Delivered
CA-2015-137106,SC-20260,3/31/2015,04-04-2015,Standard Class,79.96,Delivered
CA-2017-136609,TB-21355,08-06-2017,08-11-2017,Standard Class,115.296,Delivered
CA-2017-160885,JK-16090,12-02-2017,12-06-2017,Standard Class,2479.96,Delivered
US-2016-167472,CK-12595,06-06-2016,06-07-2016,First Class,179.94,Delivered
CA-2015-120551,SS-20590,4/13/2015,4/20/2015,Standard Class,17.43,Delivered
US-2017-150595,LE-16810,5/22/2017,5/26/2017,Standard Class,181.986,Delivered
CA-2016-134936,ES-14080,12/19/2016,12/25/2016,Standard Class,455.97,Delivered
CA-2017-102967,MG-17890,9/22/2017,9/26/2017,Standard Class,67.4,Delivered
CA-2017-151008,JM-16195,09-07-2017,09-08-2017,First Class,25.16,Delivered
CA-2014-159800,SG-20470,11/28/2014,12-01-2014,First Class,43.68,Delivered
US-2014-159618,DB-12970,11-12-2014,11/16/2014,Standard Class,2.672,Delivered
CA-2017-116113,JW-15220,10-02-2017,10-06-2017,Second Class,10.16,Delivered
CA-2015-125066,KD-16495,12/14/2015,12/18/2015,Standard Class,6.16,Delivered
US-2015-114741,IL-15100,12-06-2015,12-10-2015,Standard Class,6.48,Delivered
CA-2017-133263,JE-15610,3/31/2017,04-02-2017,Second Class,34.54,Delivered
CA-2017-157966,SU-20665,3/13/2017,3/13/2017,Same Day,19.456,Delivered
CA-2014-151162,EA-14035,12-05-2014,12-09-2014,Standard Class,98.376,Delivered
CA-2016-136686,RF-19840,12-12-2016,12/16/2016,Standard Class,383.64,Delivered
CA-2017-137498,LC-17050,09-09-2017,9/14/2017,Second Class,6.56,Delivered
CA-2017-163818,PS-18970,10-04-2017,10-08-2017,Standard Class,19.98,Delivered
CA-2016-161158,PS-18970,05-09-2016,5/13/2016,Standard Class,8,Delivered
CA-2014-116673,JO-15280,12/15/2014,12/19/2014,Second Class,6.16,Delivered
CA-2017-105333,VP-21730,11/30/2017,12-04-2017,Standard Class,83.56,Delivered
CA-2015-149993,GA-14725,3/19/2015,3/20/2015,First Class,10.9,Delivered
CA-2014-168158,EM-14140,7/19/2014,7/24/2014,Standard Class,6.096,Delivered
CA-2016-115224,DB-13615,12-08-2016,12-11-2016,Second Class,34.05,Delivered
CA-2014-164742,ML-17395,10/13/2014,10/18/2014,Second Class,245.98,Delivered
US-2017-108014,JH-15430,11/19/2017,11/25/2017,Standard Class,59.913,Delivered
CA-2017-160325,BP-11095,9/24/2017,9/24/2017,Same Day,391.98,Delivered
CA-2015-159779,SB-20185,9/25/2015,9/29/2015,Standard Class,68.62,Delivered
CA-2017-151176,SV-20785,2/13/2017,2/20/2017,Standard Class,25.02,Delivered
CA-2014-108903,DO-13435,10-03-2014,10-03-2014,Same Day,55.984,Delivered
CA-2016-117919,TB-21355,8/27/2016,8/29/2016,Second Class,14.16,Delivered
CA-2015-142475,BS-11380,12-03-2015,12-07-2015,Standard Class,590.352,Delivered
CA-2016-134516,FM-14215,9/20/2016,9/25/2016,Standard Class,17.088,Delivered
CA-2017-105193,JL-15835,3/25/2017,3/31/2017,Standard Class,11.05,Delivered
CA-2015-168634,AF-10870,12-06-2015,12-11-2015,Standard Class,7.78,Delivered
CA-2017-117198,BG-11035,8/31/2017,09-05-2017,Standard Class,659.9,Delivered
CA-2015-145828,MB-17305,10-05-2015,10-07-2015,First Class,53.04,Delivered
CA-2017-121027,HW-14935,8/18/2017,8/22/2017,Standard Class,843.9,Delivered
CA-2016-147431,AB-10105,02-02-2016,02-07-2016,Standard Class,117.96,Delivered
CA-2016-158001,JP-15460,8/23/2016,8/27/2016,Standard Class,21.3,Delivered
CA-2017-125745,DV-13045,6/30/2017,07-04-2017,Standard Class,19.52,Delivered
CA-2015-101154,CM-12190,9/18/2015,9/21/2015,First Class,443.92,Delivered
US-2016-124163,SC-20695,9/25/2016,9/30/2016,Standard Class,499.95,Delivered
CA-2016-121748,VW-21775,10/24/2016,10/28/2016,Second Class,100,Delivered
CA-2014-126683,PP-18955,9/29/2014,10-01-2014,Second Class,6.16,Delivered
CA-2017-148810,DR-12880,6/26/2017,07-01-2017,Standard Class,13.872,Delivered
US-2016-146066,RB-19465,8/21/2016,8/23/2016,Second Class,815.292,Delivered
CA-2014-127614,NF-18385,02-11-2014,2/15/2014,Standard Class,234.45,Delivered
CA-2016-101742,CR-12580,9/23/2016,9/28/2016,Second Class,10.528,Delivered
CA-2015-134943,SU-20665,12-05-2015,12-06-2015,First Class,152.8,Delivered
CA-2017-123022,SC-20050,09-03-2017,09-08-2017,Standard Class,82.56,Delivered
CA-2017-113208,ML-18040,3/26/2017,04-02-2017,Standard Class,60.84,Delivered
CA-2014-154893,GM-14440,12/21/2014,12/27/2014,Standard Class,1325.76,Delivered
CA-2014-147900,JK-15640,9/23/2014,9/28/2014,Standard Class,28.8,Delivered
CA-2017-106355,AT-10435,04-02-2017,04-05-2017,First Class,11.12,Delivered
CA-2016-127985,DB-12910,04-01-2016,04-05-2016,Second Class,7.04,Delivered
CA-2015-166604,AH-10690,5/15/2015,5/20/2015,Second Class,17.94,Delivered
CA-2017-120719,SJ-20125,3/23/2017,3/26/2017,First Class,34.76,Delivered
CA-2017-127117,HM-14860,4/14/2017,4/19/2017,Standard Class,74.45,Delivered
CA-2015-104241,AG-10495,01-04-2015,01-09-2015,Standard Class,192.22,Delivered
CA-2017-168179,JB-16000,11-02-2017,11-07-2017,Standard Class,19.44,Delivered
CA-2017-142342,AJ-10795,7/17/2017,7/19/2017,Second Class,32.4,Delivered
CA-2017-109099,MM-18280,10-06-2017,10-11-2017,Standard Class,40.99,Delivered
US-2014-134187,TH-21235,11-04-2014,11-11-2014,Standard Class,2.94,Delivered
CA-2016-145261,AH-10120,12/18/2016,12/21/2016,First Class,45.24,Delivered
CA-2016-108875,CL-12700,9/24/2016,10-01-2016,Standard Class,21.44,Delivered
CA-2016-141957,JG-15310,7/21/2016,7/21/2016,Same Day,18.656,Delivered
CA-2016-142405,SE-20110,06-11-2016,6/15/2016,Standard Class,14.62,Delivered
CA-2015-141012,TG-21640,06-09-2015,06-11-2015,Second Class,355.36,Delivered
CA-2017-127922,SH-19975,10/27/2017,11-03-2017,Standard Class,15.84,Delivered
CA-2016-146318,MC-17275,1/22/2016,1/27/2016,Standard Class,12.96,Delivered
CA-2014-135993,PJ-18835,5/28/2014,06-02-2014,Standard Class,57.408,Delivered
CA-2014-126802,ZC-21910,12/29/2014,01-05-2015,Standard Class,38.976,Delivered
CA-2016-143924,SC-20680,7/28/2016,08-03-2016,Standard Class,20.44,Delivered
CA-2016-141551,BP-11230,9/24/2016,9/30/2016,Standard Class,6.38,Delivered
CA-2014-164315,RD-19585,04-02-2014,04-08-2014,Standard Class,15.84,Delivered
CA-2015-131072,KL-16645,11-05-2015,11-05-2015,Same Day,98.352,Delivered
CA-2014-131541,CK-12205,7/28/2014,7/28/2014,Same Day,14.32,Delivered
CA-2015-119550,RB-19705,12/26/2015,12/31/2015,Standard Class,275.058,Delivered
US-2015-138093,KM-16225,12-10-2015,12/16/2015,Standard Class,27.36,Delivered
CA-2016-126165,AH-10465,05-05-2016,05-07-2016,Second Class,71.088,Delivered
CA-2017-126123,AG-10765,10/14/2017,10/18/2017,Standard Class,27.396,Delivered
CA-2016-143441,EB-14170,11-05-2016,11-05-2016,Same Day,11.84,Delivered
CA-2017-148320,PG-18895,11-03-2017,11-08-2017,Standard Class,35.88,Delivered
CA-2016-125661,CA-12055,11/24/2016,11/26/2016,First Class,40.752,Delivered
US-2014-123519,SS-20875,12/14/2014,12/21/2014,Standard Class,2.624,Delivered
CA-2014-155593,RP-19390,11-03-2014,11-08-2014,Standard Class,11.64,Delivered
CA-2017-136000,SC-20440,9/22/2017,9/25/2017,Second Class,40.176,Delivered
US-2015-160857,NW-18400,05-08-2015,5/15/2015,Standard Class,79.44,Delivered
CA-2017-115805,KW-16435,7/31/2017,7/31/2017,Same Day,36.792,Delivered
US-2014-143707,HR-14770,03-01-2014,03-05-2014,Standard Class,5.94,Delivered
CA-2017-116939,AG-10900,9/25/2017,9/29/2017,Standard Class,177.55,Delivered
CA-2015-124107,BM-11650,10-09-2015,10-12-2015,Second Class,619.95,Delivered
CA-2017-126550,RD-19720,3/29/2017,04-02-2017,Second Class,81.4,Delivered
CA-2015-138674,KB-16585,11/14/2015,11/17/2015,First Class,8.72,Delivered
CA-2016-165820,DW-13585,9/26/2016,9/30/2016,Standard Class,12.96,Delivered
CA-2014-103191,VG-21805,9/22/2014,9/27/2014,Standard Class,331.536,Delivered
CA-2015-103933,DR-12880,9/25/2015,9/27/2015,First Class,899.91,Delivered
CA-2015-110548,AH-10690,05-04-2015,05-08-2015,Standard Class,946.344,Delivered
CA-2017-117324,JP-15520,12-08-2017,12/13/2017,Standard Class,178.11,Delivered
CA-2017-143574,DR-12880,6/29/2017,07-02-2017,First Class,638.82,Delivered
CA-2014-111773,JK-15625,6/29/2014,07-03-2014,Standard Class,13.92,Delivered
CA-2014-148614,MV-17485,1/20/2014,1/25/2014,Standard Class,19.36,Delivered
CA-2017-156139,BP-11155,12/31/2016,01-06-2017,Standard Class,38.376,Delivered
US-2017-147886,DH-13075,3/28/2017,3/31/2017,First Class,12.96,Delivered
CA-2016-113733,LH-16900,12-08-2016,12-12-2016,Standard Class,249.584,Delivered
CA-2017-104913,DK-13090,11/18/2017,11/22/2017,Standard Class,74.95,Delivered
CA-2014-145800,SS-20410,5/30/2014,06-05-2014,Standard Class,355.455,Delivered
CA-2016-125850,FP-14320,1/22/2016,1/28/2016,Standard Class,44.4,Delivered
CA-2016-118514,LC-17050,02-03-2016,02-10-2016,Standard Class,866.4,Delivered
CA-2015-150749,AS-10240,3/29/2015,04-03-2015,Second Class,5.56,Delivered
CA-2014-163748,HG-15025,10/14/2014,10/18/2014,Standard Class,3.16,Delivered
CA-2015-119634,BW-11065,08-11-2015,8/16/2015,Standard Class,46.152,Delivered
CA-2015-149300,BH-11710,11/22/2015,11/23/2015,First Class,32.985,Delivered
US-2016-111528,JP-16135,12/30/2016,12/30/2016,Same Day,481.32,Delivered
CA-2017-158169,JM-16195,08-12-2017,8/15/2017,First Class,542.94,Delivered
CA-2015-162047,FH-14365,11-03-2015,11-05-2015,First Class,1448.82,Delivered
CA-2015-117772,MC-17575,09-10-2015,09-12-2015,Second Class,353.88,Delivered
US-2014-126340,EB-13870,11-08-2014,11/14/2014,Standard Class,333.576,Delivered
CA-2016-149685,PM-19135,10-08-2016,10/15/2016,Standard Class,60.144,Delivered
CA-2017-126396,AR-10345,09-08-2017,09-12-2017,Second Class,85.2,Delivered
CA-2015-154900,SS-20875,2/25/2015,03-01-2015,Standard Class,3.15,Delivered
CA-2015-103835,SC-20440,9/24/2015,9/28/2015,Standard Class,14.91,Delivered
CA-2015-158939,EA-14035,11/26/2015,12-01-2015,Standard Class,599.99,Delivered
CA-2016-117408,TP-21130,8/31/2016,09-06-2016,Standard Class,23.968,Delivered
CA-2016-142398,BP-11290,04-12-2016,4/16/2016,Standard Class,638.288,Delivered
CA-2016-105277,LM-17065,12-04-2016,12-08-2016,Standard Class,15.528,Delivered
CA-2016-112060,KT-16465,12-04-2016,12-09-2016,Standard Class,104.85,Delivered
CA-2014-105270,AP-10915,11-11-2014,11/18/2014,Standard Class,30.48,Delivered
US-2015-159513,JD-15790,04-02-2015,04-09-2015,Standard Class,71.976,Delivered
CA-2015-155586,XP-21865,12-12-2015,12/16/2015,Second Class,2.21,Delivered
CA-2017-141117,JK-16090,10-02-2017,10-08-2017,Standard Class,217.764,Delivered
CA-2017-115070,MG-18205,04-10-2017,4/14/2017,Second Class,12.32,Delivered
CA-2017-140186,PG-18820,9/29/2017,10-02-2017,First Class,35,Delivered
CA-2014-124856,LD-17005,9/29/2014,10-03-2014,Second Class,1395.54,Delivered
CA-2014-166716,CR-12730,8/20/2014,8/25/2014,Second Class,421.372,Delivered
CA-2014-123225,MN-17935,07-11-2014,7/14/2014,First Class,575.968,Delivered
CA-2015-163440,RD-19900,3/22/2015,3/24/2015,First Class,15.984,Delivered
US-2017-106796,JP-16135,05-12-2017,5/19/2017,Standard Class,10.272,Delivered
CA-2017-113873,KE-16420,11/13/2017,11/19/2017,Standard Class,61.792,Delivered
CA-2016-149783,DL-13315,09-04-2016,09-07-2016,Second Class,12.192,Delivered
CA-2016-125017,KB-16240,02-06-2016,02-11-2016,Standard Class,132.224,Delivered
US-2015-163279,JD-16150,3/22/2015,3/26/2015,Standard Class,105.52,Delivered
CA-2015-150196,SR-20740,07-02-2015,07-03-2015,First Class,19.44,Delivered
US-2015-106495,AC-10450,6/15/2015,6/17/2015,First Class,11.672,Delivered
CA-2014-124730,LS-17245,11/26/2014,11/26/2014,Same Day,279.96,Delivered
CA-2017-117632,CS-12175,05-12-2017,5/18/2017,Standard Class,238.62,Delivered
CA-2014-115056,AR-10510,05-02-2014,05-02-2014,Same Day,26.136,Delivered
CA-2017-161067,KB-16405,09-03-2017,09-06-2017,Second Class,419.4,Delivered
CA-2016-122063,MM-17920,12-03-2016,12-07-2016,Standard Class,581.96,Delivered
CA-2015-111206,RF-19735,7/18/2015,7/22/2015,Standard Class,519.96,Delivered
CA-2016-142895,BP-11290,7/21/2016,7/26/2016,Standard Class,6.264,Delivered
CA-2015-101868,MJ-17740,06-09-2015,6/16/2015,Standard Class,64.2,Delivered
CA-2017-133207,DO-13645,11/27/2017,12-03-2017,Standard Class,57.568,Delivered
CA-2015-132948,MV-17485,3/27/2015,04-03-2015,Standard Class,83.7,Delivered
CA-2015-134992,MG-17875,9/22/2015,9/26/2015,Second Class,32.4,Delivered
CA-2015-126725,BS-11665,11/17/2015,11/21/2015,Standard Class,415.968,Delivered
CA-2015-121783,PO-19180,11-10-2015,11/14/2015,Standard Class,715.64,Delivered
US-2014-138835,DA-13450,09-10-2014,9/14/2014,Standard Class,9.64,Delivered
CA-2015-112214,AH-10690,08-05-2015,08-11-2015,Standard Class,33.488,Delivered
US-2017-153255,JK-15730,09-03-2017,09-07-2017,Second Class,239.666,Delivered
CA-2015-108119,MS-17530,11-01-2015,11-08-2015,Standard Class,301.96,Delivered
CA-2015-157434,JK-15640,4/29/2015,05-04-2015,Second Class,7.968,Delivered
CA-2016-101525,CM-12235,05-01-2016,05-04-2016,Second Class,109.92,Delivered
US-2014-117968,RS-19420,08-05-2014,08-07-2014,Second Class,79.47,Delivered
CA-2016-158211,BP-11185,01-04-2016,01-08-2016,Standard Class,4.672,Delivered
CA-2016-152247,MA-17995,11-07-2016,11-12-2016,Standard Class,1603.136,Delivered
CA-2016-128223,EB-13705,6/14/2016,6/14/2016,Same Day,1293.488,Delivered
CA-2016-154235,RD-19900,9/24/2016,9/28/2016,Standard Class,127.95,Delivered
CA-2017-129910,ME-17320,3/30/2017,04-03-2017,Standard Class,59.76,Delivered
CA-2017-133095,EH-14005,06-04-2017,06-04-2017,Same Day,108.08,Delivered
CA-2015-130554,FM-14290,04-07-2015,04-09-2015,First Class,11.736,Delivered
CA-2014-152443,FG-14260,5/21/2014,5/26/2014,Standard Class,447.86,Delivered
CA-2016-133319,MV-17485,09-05-2016,09-11-2016,Standard Class,192.16,Delivered
CA-2016-133935,JW-15220,9/18/2016,9/22/2016,Standard Class,801.568,Delivered
CA-2016-136301,EH-13765,3/13/2016,3/15/2016,Second Class,28.28,Delivered
US-2014-109456,LS-17245,10/16/2014,10/17/2014,Same Day,14.352,Delivered
CA-2017-151596,BP-11050,10-08-2017,10-11-2017,First Class,42.76,Delivered
CA-2015-147879,CC-12220,05-07-2015,05-12-2015,Standard Class,45.68,Delivered
CA-2016-166625,JM-15580,4/14/2016,4/17/2016,First Class,25.06,Delivered
CA-2016-146157,RD-19720,11/21/2016,11/26/2016,Standard Class,38.432,Delivered
CA-2017-159954,SS-20410,09-10-2017,9/14/2017,Standard Class,2.78,Delivered
CA-2017-100825,KD-16495,09-09-2017,9/14/2017,Standard Class,99.87,Delivered
CA-2014-168305,PL-18925,11-01-2014,11-08-2014,Standard Class,44.4,Delivered
CA-2016-167682,ZD-21925,04-03-2016,04-09-2016,Standard Class,71.12,Delivered
CA-2017-108000,LS-16945,01-12-2017,1/16/2017,Standard Class,9.78,Delivered
CA-2015-146465,PB-18805,11/20/2015,11/24/2015,Standard Class,24.192,Delivered
CA-2016-159639,PC-18745,11/27/2016,12-02-2016,Standard Class,31.56,Delivered
US-2017-153948,FM-14290,11-06-2017,11-06-2017,Same Day,59.94,Delivered
US-2016-113985,KD-16495,12-02-2016,12-07-2016,Standard Class,24.704,Delivered
CA-2016-155383,SC-20680,12/17/2016,12/22/2016,Standard Class,46.53,Delivered
CA-2014-120432,DW-13585,8/24/2014,8/26/2014,Second Class,25.5,Delivered
US-2015-126977,PF-19120,9/17/2015,9/23/2015,Standard Class,14.9,Delivered
CA-2016-130288,DK-13225,11/26/2016,11/30/2016,Second Class,313.176,Delivered
CA-2017-146458,RB-19435,11/19/2017,11/22/2017,Second Class,22.96,Delivered
CA-2017-150420,GD-14590,06-03-2017,06-08-2017,Standard Class,1099.5,Delivered
US-2014-118997,RA-19885,04-08-2014,04-12-2014,Standard Class,1215.92,Delivered
CA-2014-114314,DB-13555,10-11-2014,10/15/2014,Standard Class,7.31,Delivered
US-2017-169551,RL-19615,07-07-2017,07-09-2017,First Class,87.21,Delivered
CA-2016-103107,RB-19465,07-04-2016,07-04-2016,Same Day,25.4,Delivered
CA-2017-122077,JF-15295,5/19/2017,5/25/2017,Standard Class,95.992,Delivered
CA-2017-112431,RW-19690,10-12-2017,10/14/2017,Second Class,435.84,Delivered
CA-2016-151092,VG-21790,08-06-2016,8/13/2016,Standard Class,211.168,Delivered
CA-2014-104178,JM-15265,8/25/2014,8/29/2014,Standard Class,6.28,Delivered
CA-2015-115924,BE-11455,9/14/2015,9/18/2015,Second Class,25.9,Delivered
CA-2017-161046,CB-12535,03-05-2017,03-05-2017,Same Day,42.68,Delivered
